date,article_count,injections_count,injections_cumulated,dict_hits,average_hits_per_article,average_hits_per_words,total_words,feel_positive,feel_negative,feel_joy,feel_fear,feel_sadness,feel_anger,feel_surprise,feel_disgust
04/01/2021,720,1460,2034,4689,6.5125,0.0107,437080,74061,18680,3090,14181,11237,8810,7550,4270
05/01/2021,806,5324,7358,5026,6.2357,0.0112,446924,76811,18731,3103,14283,11131,8584,7456,4260
06/01/2021,844,11204,18562,5436,6.4408,0.0119,457310,78823,18615,3219,14369,11275,8648,7935,4333
07/01/2021,821,28346,46908,4374,5.3276,0.0099,441239,75732,18971,3000,14654,11627,8624,7920,3960
08/01/2021,750,35773,82681,4192,5.5893,0.0105,397789,68759,16398,2717,12534,9915,7124,6732,3600
09/01/2021,623,10849,93530,2555,4.1011,0.0088,291370,50388,12271,2263,9016,7308,5277,5325,2574
10/01/2021,284,5593,99123,1483,5.2218,0.0090,164365,27921,6840,1184,5120,4025,3089,2571,1558
11/01/2021,749,38494,137617,3093,4.1295,0.0078,395609,68488,16694,2694,12857,9922,7207,6614,3759
12/01/2021,863,59789,197406,3714,4.3036,0.0085,439360,77323,18503,2902,13899,11135,8164,7579,4145
13/01/2021,959,62776,260182,3840,4.0042,0.0078,492967,85618,20886,3280,15815,13119,9250,8640,4400
14/01/2021,899,78925,339107,3849,4.2814,0.0076,504554,87428,21558,3290,16065,13012,9424,8845,4785
15/01/2021,894,66599,405706,3575,3.9989,0.0074,485848,85518,20426,3123,14840,12221,9439,8511,4633
16/01/2021,755,19548,425254,3906,5.1735,0.0113,344627,60426,13983,2402,10300,8215,6306,5937,3165
17/01/2021,464,10424,435678,2327,5.0151,0.0096,243390,42655,9963,1865,7467,5874,4741,4317,2399
18/01/2021,926,83663,519341,4799,5.1825,0.0092,520906,90964,21926,3543,16507,13287,10137,9329,4976
19/01/2021,1095,127397,646738,5430,4.9589,0.0099,549073,94354,23454,3834,17207,14141,10600,9632,5353
20/01/2021,1137,133841,780579,4418,3.8857,0.0081,543073,95016,23039,3847,16608,13837,11052,9640,5209
21/01/2021,1104,153809,934388,4691,4.2491,0.0080,589184,103273,25172,4209,18382,15040,11588,10915,5587
22/01/2021,998,117360,1051748,3981,3.9890,0.0074,538098,94768,22999,3658,17200,14133,10560,9812,5089
23/01/2021,768,37682,1089430,3182,4.1432,0.0094,340117,59265,14366,2452,10866,8725,6281,6179,3072
24/01/2021,546,9296,1098726,2162,3.9597,0.0081,267335,46013,11043,1737,8588,6463,5413,4931,2741
25/01/2021,914,76287,1175013,3326,3.6389,0.0075,444395,76892,18495,2863,13731,10989,8698,8029,4204
26/01/2021,1110,97858,1272871,5466,4.9243,0.0098,560369,96697,24447,3629,18134,14772,11854,10195,5427
27/01/2021,1178,104932,1377803,4785,4.0620,0.0080,600089,104151,26091,3833,19180,15951,12442,10804,5671
28/01/2021,1174,121204,1499007,5158,4.3935,0.0082,630110,108935,27499,4036,20186,16660,12667,11262,5931
29/01/2021,1083,90096,1589103,6095,5.6279,0.0110,555749,95882,24286,3488,17650,14862,11181,9851,5301
30/01/2021,698,28577,1617680,3102,4.4441,0.0093,333152,58050,14258,2383,10712,8471,6492,6162,3237
31/01/2021,456,4848,1622528,1850,4.0570,0.0076,243344,42061,10517,1730,7856,6273,5070,4447,2798
01/02/2021,861,51175,1673703,3682,4.2764,0.0084,438643,78153,18333,3021,13523,11254,8920,8139,4156
02/02/2021,891,69967,1743670,4423,4.9641,0.0094,469829,82759,19531,3206,14337,12149,9078,8218,4261
03/02/2021,994,70487,1814157,5948,5.9839,0.0119,500864,86720,20922,3381,14890,12551,9797,8465,4833
04/02/2021,939,79626,1893783,4697,5.0021,0.0087,538045,92271,23289,3413,16865,14233,10882,9293,5444
05/02/2021,898,66368,1960151,3580,3.9866,0.0078,458551,79693,19896,3169,14370,12340,9007,8052,4485
06/02/2021,694,21160,1981311,2597,3.7421,0.0086,301124,51515,12849,2210,9415,7976,5971,5662,2824
07/02/2021,442,4801,1986112,1804,4.0814,0.0087,206688,35298,8940,1697,6436,5253,4084,3894,2054
08/02/2021,707,45605,2031717,3388,4.7921,0.0090,376667,65095,15561,2547,11157,9404,7430,6601,3542
09/02/2021,842,64278,2095995,3107,3.6900,0.0071,435502,75505,18196,2920,13167,10853,7990,7626,3898
10/02/2021,925,68490,2164485,3855,4.1676,0.0081,474394,82621,19787,3246,14484,11797,8655,8303,4427
11/02/2021,836,84436,2248921,3154,3.7727,0.0069,459641,79780,19588,3040,13792,12156,8719,8307,4319
12/02/2021,832,76691,2325612,3336,4.0096,0.0079,420198,72371,17788,2745,12764,10828,7950,7583,3890
13/02/2021,598,21487,2347099,2345,3.9214,0.0095,247984,41440,10219,1817,7574,6270,4711,4457,2349
14/02/2021,449,4527,2351626,1942,4.3252,0.0091,212733,37027,8520,1623,6375,5190,3972,3789,1846
15/02/2021,1378,36589,2388215,5540,4.0203,0.0082,672024,116271,26984,4616,19850,16465,12710,11686,6230
16/02/2021,820,48586,2436801,3070,3.7439,0.0074,416137,71614,17365,2931,12714,10913,7883,7322,3684
17/02/2021,927,48778,2485579,4234,4.5674,0.0091,465721,82053,19260,3284,14002,11443,8911,8069,4058
18/02/2021,932,66605,2552184,3702,3.9721,0.0074,499344,87437,20721,3137,15154,12904,9474,9004,4481
19/02/2021,859,62792,2614976,2974,3.4622,0.0074,402861,71314,16624,2790,12163,10466,7608,7441,3545
20/02/2021,611,17814,2632790,2792,4.5696,0.0102,272683,46773,10836,2054,7588,6539,4769,4983,2470
21/02/2021,382,2833,2635623,1302,3.4084,0.0071,182712,31755,7560,1520,5742,4501,3512,3592,1771
22/02/2021,708,35841,2671464,3393,4.7924,0.0094,360661,63668,14971,2424,11236,9007,7349,6431,3634
23/02/2021,764,51760,2723224,3056,4.0000,0.0076,403104,70547,16761,2893,12112,10182,8072,7120,4036
24/02/2021,874,56822,2780046,3924,4.4897,0.0084,468734,82759,18918,3150,13739,11568,8947,8261,3964
25/02/2021,1051,96692,2876738,4932,4.6927,0.0084,587485,103153,24335,3746,17845,15186,11292,10649,5162
26/02/2021,924,109762,2986500,4566,4.9416,0.0098,466870,81261,19559,3038,14539,12018,8913,8176,4065
27/02/2021,639,50079,3036579,2047,3.2034,0.0068,302615,53331,12729,2229,9480,7666,5948,5439,2855
28/02/2021,456,5579,3042158,2096,4.5965,0.0091,230770,40404,9918,1786,7511,6065,4739,4431,2217
01/03/2021,695,61537,3103695,2997,4.3122,0.0082,366520,63754,15171,2382,11112,9157,7326,6504,3439
02/03/2021,817,96907,3200602,3961,4.8482,0.0101,393844,68819,16516,2778,12055,10159,7720,6609,3566
03/03/2021,916,110867,3311469,4165,4.5469,0.0089,465645,82009,19468,3263,14396,11954,9113,7892,4308
04/03/2021,918,154762,3466231,3779,4.1166,0.0077,488728,85587,20501,3200,15150,12491,9490,8444,4350
05/03/2021,883,193417,3659648,4890,5.5379,0.0113,432784,76086,18442,3028,13536,10828,8485,7579,3972
06/03/2021,617,199885,3859533,3009,4.8768,0.0110,273018,47856,11278,2101,8424,6521,5441,4694,2503
07/03/2021,430,116892,3976425,2430,5.6512,0.0131,185675,32980,7594,1401,5898,4417,3872,3314,1675
08/03/2021,701,102345,4078770,3794,5.4123,0.0106,358713,62879,15237,2607,11452,9038,7463,6469,3368
09/03/2021,822,165951,4244721,4010,4.8783,0.0108,371444,65179,15039,2769,11299,9065,6784,6260,3337
10/03/2021,807,171156,4415877,3519,4.3606,0.0085,411745,72605,16660,2871,12371,10240,7895,6738,3582
11/03/2021,872,234130,4650007,4981,5.7122,0.0108,463045,81697,19261,3396,14292,11570,8735,8197,4025
12/03/2021,931,284935,4934942,5932,6.3716,0.0126,471874,81018,20197,3411,14711,11948,8713,8277,4197
13/03/2021,609,222826,5157768,2875,4.7209,0.0099,291037,49729,12649,2165,9433,7627,5731,5196,2711
14/03/2021,410,61065,5218833,2321,5.6610,0.0112,206316,35283,9311,1411,6689,5556,4150,3591,2143
15/03/2021,894,152334,5371167,4660,5.2125,0.0099,471745,82367,20785,3185,15166,12763,9081,8652,4407
16/03/2021,920,136274,5507441,6072,6.6000,0.0119,510174,87484,22109,3457,16300,13329,9314,8947,4689
17/03/2021,1087,143538,5650979,5336,4.9089,0.0092,582091,99212,25388,4028,18770,15572,10670,10611,5423
18/03/2021,1007,160329,5811308,4954,4.9196,0.0085,581062,101168,25354,3862,18388,15049,11253,10430,5693
19/03/2021,850,221005,6032313,4452,5.2376,0.0094,473671,82542,20865,3243,15136,12254,9230,8500,4453
20/03/2021,570,161480,6193793,1849,3.2439,0.0066,279491,48624,12071,1948,9214,7276,5455,5098,2708
21/03/2021,418,48002,6241795,1615,3.8636,0.0083,194189,33801,8682,1384,6493,5094,4125,3663,1997
22/03/2021,708,163417,6405212,3391,4.7895,0.0093,363905,64098,15515,2458,11869,9360,7714,6589,3670
23/03/2021,774,241052,6646264,3924,5.0698,0.0096,406644,70723,17510,2694,13112,10340,8109,7026,3736
24/03/2021,828,246355,6892619,4337,5.2379,0.0093,465523,80895,19673,3072,14546,11804,9190,8079,4239
25/03/2021,800,324551,7217170,3518,4.3975,0.0074,473995,82761,20115,3112,15094,12145,9432,8673,4373
26/03/2021,0,340414,7557584,0,0,0,0,0,0,0,0,0,0,0,0
27/03/2021,0,187109,7744693,0,0,0,0,0,0,0,0,0,0,0,0
28/03/2021,0,53398,7798091,0,0,0,0,0,0,0,0,0,0,0,0
29/03/2021,14,53398,7798091,46,3.2857,0.0051,9079,1483,387,52,303,201,166,202,147
