date,article_count,cases_count,cases_cumulated,dict_hits,average_hits_per_article,average_hits_per_words,total_words,feel_positive,feel_negative,feel_joy,feel_fear,feel_sadness,feel_anger,feel_surprise,feel_disgust
03/09/2020,785,7157,300181,4471,5.6955,0.0097,460884,0.122653422547,0.038278612405,0.006993082858,0.027668567362,0.023906232371,0.018544796521,0.017746330964,0.008991416495
04/09/2020,688,8975,309156,3975,5.7776,0.0102,388431,0.129564839051,0.040475657195,0.007481380219,0.029701542874,0.025314663351,0.018754939745,0.018530961741,0.008822673782
05/09/2020,437,8550,317706,2488,5.6934,0.0113,219457,0.136295492961,0.039169404485,0.008502804650,0.029217568817,0.024647197401,0.017001052598,0.018550331044,0.008703299507
06/09/2020,354,7071,324777,1927,5.4435,0.0115,167061,0.136740472038,0.038578722742,0.008206583224,0.028169351315,0.024075038459,0.018119130138,0.018849402314,0.008751294437
07/09/2020,556,4203,328980,3680,6.6187,0.0108,342190,0.123022297547,0.038645197112,0.007647798007,0.028568923697,0.024281831731,0.018486805576,0.017563342003,0.008878108653
08/09/2020,605,6544,335524,3799,6.2793,0.0119,319289,0.134404880839,0.042356611095,0.006620960948,0.030881113975,0.026186307702,0.018487952920,0.018024423015,0.009217354810
09/09/2020,885,8577,344101,5331,6.0237,0.0119,449188,0.137572686708,0.039691621325,0.007733955493,0.029954050420,0.025147599669,0.018500048977,0.018671469407,0.008617772514
10/09/2020,1562,9843,353944,11329,7.2529,0.0117,968869,0.122820525782,0.041743517441,0.007141316318,0.030716226858,0.025793992789,0.019056239801,0.019161517192,0.009512121866
11/09/2020,722,9406,363350,4630,6.4127,0.0126,367520,0.134814431862,0.040544732259,0.007322050501,0.030469090117,0.024877557684,0.018428929038,0.018589464519,0.009058010448
12/09/2020,562,10561,373911,3555,6.3256,0.0137,260309,0.139445812472,0.039445428318,0.007556404120,0.029434249296,0.023764065015,0.017433127552,0.018170712499,0.008674306305
13/09/2020,287,7183,381094,1682,5.8606,0.0119,141577,0.143773353011,0.042167866249,0.008052155364,0.031262140037,0.026649808938,0.020172768176,0.019664210995,0.010149953735
14/09/2020,705,6158,387252,3929,5.5730,0.0100,391288,0.128805381196,0.040589029053,0.007485534951,0.030151704116,0.025298501360,0.019037128662,0.018947680481,0.009328167488
15/09/2020,818,7852,395104,4652,5.6870,0.0114,406742,0.141207448450,0.041544763019,0.006945434698,0.031063917668,0.026444281633,0.020052023150,0.019466885642,0.009440874068
16/09/2020,842,9784,404888,4739,5.6283,0.0110,432414,0.137419232489,0.041240570379,0.007206057158,0.030482361811,0.025267452025,0.019830532776,0.018886992558,0.009273520284
17/09/2020,863,10593,415481,5143,5.9594,0.0099,519007,0.122285441230,0.039668058427,0.006699331608,0.029749117064,0.024955347423,0.019866784070,0.018518054670,0.009329353939
18/09/2020,756,13215,428696,5482,7.2513,0.0135,407174,0.135897675189,0.041618570930,0.006925786028,0.030947457352,0.025669615447,0.019625516364,0.018225623444,0.009315427802
19/09/2020,489,13498,442194,2678,5.4765,0.0120,223031,0.141478090485,0.041926907022,0.008057175908,0.030883599141,0.026139863965,0.019472629365,0.019674395039,0.010303500410
20/09/2020,282,10569,452763,1523,5.4007,0.0117,130345,0.142974414049,0.043147032874,0.008439142276,0.031194138632,0.025340442671,0.020207909778,0.021565844490,0.011039932487
21/09/2020,556,5298,458061,3543,6.3723,0.0118,300519,0.133731977007,0.043068824267,0.007084410636,0.031349099391,0.026457561751,0.020378079256,0.018990479803,0.010448590605
22/09/2020,735,10008,468069,4455,6.0612,0.0114,389643,0.139050361478,0.041068362578,0.007486340060,0.029460300839,0.025043437198,0.019340781177,0.017695685538,0.009382947981
23/09/2020,746,13072,481141,4791,6.4223,0.0119,403193,0.130880248411,0.040092461922,0.007018971063,0.029970758421,0.025484073384,0.019444782027,0.018298928801,0.009109781172
24/09/2020,898,16096,497237,5400,6.0134,0.0115,471236,0.139745265635,0.043687239515,0.006743966930,0.032514493799,0.027137145719,0.022143893930,0.020427132053,0.009844324288
25/09/2020,869,15797,513034,5890,6.7779,0.0118,497334,0.132275291849,0.041851150333,0.006621304797,0.031914166335,0.026883341979,0.020913510840,0.019383352033,0.009908833902
26/09/2020,526,14412,527446,3242,6.1635,0.0126,257420,0.136943516427,0.042339367570,0.007606246601,0.031104809261,0.025697304017,0.019998446119,0.019431279621,0.009777795043
27/09/2020,352,11123,538569,1785,5.0710,0.0108,165357,0.138560810846,0.042127034235,0.008073441100,0.031477349008,0.025260496985,0.019763300011,0.019581874369,0.009591368977
28/09/2020,508,4070,542639,3466,6.8228,0.0117,295606,0.128725397990,0.041863155687,0.006765762535,0.031836295610,0.027259257254,0.019664688809,0.018128860713,0.009749463813
29/09/2020,743,8051,550690,4152,5.5882,0.0101,411290,0.130166062869,0.041559483576,0.007050985922,0.030859004595,0.026718373897,0.019504485886,0.018984171752,0.009543144740
30/09/2020,728,12845,563535,3975,5.4602,0.0100,397060,0.134213972693,0.041432025386,0.007694051277,0.030980204503,0.026079181988,0.019478164509,0.018896388455,0.009537601370
01/10/2020,665,13970,577505,3972,5.9729,0.0096,414431,0.122514966296,0.039873947653,0.006710405351,0.030876068634,0.025316638958,0.019790990539,0.019033325210,0.009852062225
02/10/2020,762,12148,589653,5328,6.9921,0.0125,426450,0.134965412117,0.042018994020,0.006647907140,0.031267440497,0.025707585883,0.020464298276,0.018921327236,0.009893305194
03/10/2020,423,16972,606625,3049,7.2080,0.0134,228355,0.131777276602,0.044172450789,0.006319108406,0.033750082109,0.026506973791,0.021440301285,0.017923846642,0.010194653062
04/10/2020,277,12565,619190,2130,7.6895,0.0135,158274,0.130033991678,0.044189190897,0.005989612950,0.034433956304,0.027212302716,0.021481734208,0.019839013357,0.010627140276
05/10/2020,662,5084,624274,4337,6.5514,0.0118,368923,0.131813413632,0.042924946398,0.006714138181,0.034055887001,0.026861973908,0.021782323141,0.020706217829,0.010153880349
06/10/2020,777,10489,634763,4745,6.1068,0.0120,394568,0.132415705272,0.040469576853,0.006518521522,0.031512945804,0.025977778228,0.019274244237,0.019142454533,0.008931286876
07/10/2020,812,18746,653509,5028,6.1921,0.0123,407933,0.136843550283,0.043112471901,0.006942316508,0.032149887359,0.026761747640,0.020089083256,0.019365925287,0.009597164240
08/10/2020,771,18129,671638,5260,6.8223,0.0111,473666,0.121699678670,0.040779789978,0.006798039125,0.031473654431,0.025775546482,0.019792427575,0.018808611975,0.009878268653
09/10/2020,712,20339,691977,4197,5.8947,0.0113,373019,0.139314619356,0.041767309440,0.006860240363,0.031706159740,0.026894072420,0.020108895257,0.020023108742,0.009530345639
10/10/2020,564,26896,718873,3691,6.5443,0.0129,286878,0.134722774135,0.039054929273,0.006703197875,0.029597947559,0.025449842790,0.018412007892,0.019259057857,0.009680073062
11/10/2020,307,16101,734974,2058,6.7036,0.0116,176664,0.121490513059,0.040127020785,0.006758592583,0.031608024272,0.024662636417,0.019987094145,0.018866322510,0.010047321469
12/10/2020,618,8505,743479,4352,7.0421,0.0131,333170,0.134985142714,0.042353753339,0.006249062040,0.031623495513,0.026569018819,0.020364978840,0.018948284659,0.009652729838
13/10/2020,890,12993,756472,6266,7.0404,0.0131,478808,0.133815642172,0.042825098996,0.006340746186,0.031722527610,0.026762293028,0.019899416885,0.019114133431,0.009596748592
14/10/2020,941,22591,779063,6946,7.3815,0.0141,492943,0.133086381178,0.042059629612,0.006818232534,0.031040099971,0.026976749847,0.019156373049,0.018728331673,0.009134930408
15/10/2020,946,30621,809684,6980,7.3784,0.0126,555506,0.123586423903,0.041227277473,0.006493179192,0.030986163966,0.026294945509,0.020010584944,0.018980893096,0.009139415236
16/10/2020,869,25086,834770,6542,7.5282,0.0133,492125,0.125839979674,0.042172212344,0.006768605537,0.031851663703,0.026245364491,0.019448310897,0.019818135636,0.009272034544
17/10/2020,525,32427,867197,3176,6.0495,0.0130,243401,0.139440676081,0.044046655519,0.007526674089,0.032111618276,0.027448531436,0.019482253565,0.019416518420,0.008968738830
18/10/2020,331,29837,897034,2009,6.0695,0.0123,163446,0.138700243500,0.040551619495,0.008131125876,0.030542197423,0.025243811412,0.020336992034,0.019211237962,0.009893175728
19/10/2020,599,13243,910277,3943,6.5826,0.0123,321392,0.130143251848,0.040069447901,0.007140812466,0.029406456912,0.025233982177,0.019487106088,0.018721685667,0.008973465425
20/10/2020,739,20468,930745,4757,6.4371,0.0113,419506,0.126734778519,0.040726473519,0.006588701949,0.030004338436,0.025851835254,0.020068842877,0.019046211496,0.009320486477
21/10/2020,723,26676,957421,4569,6.3195,0.0124,367133,0.135027360651,0.042093737147,0.006752321366,0.030907055481,0.026927571207,0.019704030964,0.018527345676,0.009337215668
22/10/2020,846,41622,999043,5925,7.0035,0.0130,457064,0.131681777601,0.039427738785,0.006653335200,0.029643551012,0.025532529361,0.018537885285,0.019025781947,0.008047013110
23/10/2020,881,42032,1041075,6869,7.7968,0.0144,476350,0.130653930927,0.041142017424,0.006574997376,0.030851264826,0.027038941954,0.018511598614,0.018106434344,0.009018578776
24/10/2020,590,45422,1086497,4181,7.0864,0.0153,272776,0.135598439741,0.042401091005,0.007049740446,0.031630348711,0.027436431358,0.019279555386,0.019363873655,0.008442824882
25/10/2020,426,52010,1138507,2900,6.8075,0.0156,185741,0.146079756214,0.045498839782,0.007445852020,0.033998955535,0.028168255797,0.022375242946,0.021002363506,0.009965489580
26/10/2020,634,26771,1165278,4298,6.7792,0.0126,342114,0.131041114944,0.041427711231,0.006565063108,0.031243971308,0.026757162817,0.020297327791,0.019385351082,0.009224995177
27/10/2020,829,33417,1198695,5938,7.1628,0.0139,427591,0.134013578391,0.043618785241,0.006775165988,0.031399164154,0.027682996134,0.019853083905,0.018912933153,0.009272879925
28/10/2020,964,36437,1235132,7197,7.4658,0.0140,515818,0.131684043590,0.044378055826,0.006195983855,0.032872059525,0.028690352023,0.020427747771,0.019559224378,0.008869407427
29/10/2020,1013,47637,1282769,7576,7.4788,0.0128,590592,0.123188258555,0.042647038903,0.007062405180,0.031803681729,0.028197131014,0.020076465648,0.019278960771,0.009121356199
30/10/2020,859,49215,1331984,6305,7.3399,0.0128,491716,0.126503916888,0.043600370946,0.006886088718,0.031774438904,0.028006003465,0.020275931635,0.019948506862,0.009725125886
31/10/2020,586,35641,1367625,3955,6.7491,0.0147,269650,0.146467643235,0.046167253847,0.007012794363,0.033558316336,0.029397366957,0.021386983126,0.019629148897,0.009267569071
01/11/2020,350,46290,1413915,2497,7.1343,0.0141,177560,0.135678080643,0.044593376886,0.007591799955,0.033200045055,0.028429826537,0.021986933994,0.019058346474,0.010599234062
02/11/2020,677,52518,1466433,4715,6.9645,0.0128,368619,0.131357851868,0.042900664371,0.007156440661,0.032456275992,0.027193389380,0.020924043525,0.018455369908,0.009307713384
03/11/2020,723,36330,1502763,4885,6.7566,0.0124,393924,0.132020389714,0.043668321808,0.007133355673,0.033399843625,0.027736314619,0.022423106995,0.019013819925,0.009565296859
04/11/2020,791,40558,1543321,5724,7.2364,0.0142,402418,0.132586017519,0.042421064664,0.007030003628,0.032237623565,0.027175722756,0.020091049605,0.019484714898,0.008612934809
05/11/2020,893,58046,1601367,6546,7.3303,0.0134,487845,0.133913435614,0.043843843844,0.006631204583,0.033279012801,0.028537752770,0.019789072349,0.019350408429,0.009168895858
06/11/2020,858,60486,1661853,6375,7.4301,0.0135,473875,0.132370350825,0.043790029016,0.006600896861,0.033439198101,0.028321814825,0.019804800844,0.018677921393,0.009133210235
07/11/2020,469,86852,1748705,3855,8.2196,0.0148,261207,0.123070974355,0.045929090721,0.006408710333,0.034976091759,0.028712859916,0.022840122968,0.019654909708,0.010776893422
08/11/2020,396,38619,1787324,2702,6.8232,0.0139,194343,0.135523275852,0.046489968766,0.006730368472,0.034902208981,0.028501155174,0.022295631950,0.019583931502,0.011201844162
09/11/2020,857,20155,1807479,6004,7.0058,0.0132,456110,0.127778386787,0.041476836728,0.007044353336,0.031062682248,0.026210782487,0.019675078380,0.018442919471,0.008789546381
10/11/2020,949,22180,1829659,6388,6.7313,0.0128,499296,0.132746907640,0.041650644107,0.006659376402,0.030488928411,0.026411186951,0.019160978658,0.018313785810,0.008377795937
11/11/2020,717,35879,1865538,4557,6.3556,0.0138,329266,0.139862603482,0.042543111041,0.006541823328,0.031011401116,0.027035891954,0.018392424362,0.018283090267,0.008628282301
12/11/2020,889,33172,1898710,6274,7.0574,0.0123,510590,0.126976634867,0.041005503437,0.006811727609,0.030174895709,0.025623298537,0.019005464267,0.018006619793,0.009130613604
13/11/2020,889,23794,1922504,6229,7.0067,0.0128,485044,0.132322016141,0.043309472955,0.006933391610,0.031421891622,0.027747998120,0.019109606551,0.018099388921,0.008869298455
14/11/2020,560,32095,1954599,4020,7.1786,0.0141,285371,0.129564671949,0.041332160591,0.007467472168,0.029873392881,0.026050299435,0.018887693564,0.017924035729,0.008974282601
15/11/2020,400,27228,1981827,2573,6.4325,0.0136,189277,0.140534771784,0.045319822271,0.007127120569,0.032946422439,0.028371117463,0.020831902450,0.019500520401,0.009446472630
16/11/2020,783,9406,1991233,5354,6.8378,0.0124,432076,0.129826697149,0.040485933030,0.006635406734,0.029716994232,0.025791758857,0.018695785001,0.018580064618,0.008625797313
17/11/2020,890,45522,2036755,6296,7.0742,0.0127,494560,0.129966030404,0.042326512455,0.006777741831,0.031708993853,0.027157473310,0.019690229699,0.018612504044,0.009107085086
18/11/2020,903,28383,2065138,6059,6.7099,0.0131,463536,0.135342238785,0.042294449622,0.006454730593,0.031494856926,0.026507110559,0.019504418211,0.018279054917,0.009304563184
19/11/2020,899,21150,2086288,6008,6.6830,0.0122,490573,0.132577618412,0.042050826278,0.006818557075,0.031190057341,0.026409932874,0.019100113541,0.018727080373,0.008555301657
20/11/2020,894,22882,2109170,6667,7.4575,0.0135,492846,0.129740324558,0.041313107948,0.006811458346,0.031001570470,0.026131895156,0.019172317519,0.018423604939,0.009256441160
21/11/2020,734,17881,2127051,4715,6.4237,0.0143,330580,0.149334502990,0.042440559017,0.007069393188,0.030821586303,0.026789279448,0.019142113860,0.019931635308,0.008775485510
22/11/2020,391,13157,2140208,2681,6.8568,0.0142,188921,0.143964937719,0.043245589426,0.007526955712,0.031849291503,0.026037338358,0.020834105261,0.019034411209,0.009289597239
23/11/2020,752,4452,2144660,5430,7.2207,0.0128,423813,0.130824207840,0.042483359406,0.006686911444,0.030796601331,0.025659901891,0.019345796377,0.017764910468,0.008904870780
24/11/2020,805,9155,2153815,5592,6.9466,0.0127,440891,0.128551047758,0.039830706456,0.006793062231,0.029231714868,0.024706786938,0.018453540671,0.017845680678,0.008816238027
25/11/2020,842,16282,2170097,5314,6.3112,0.0123,431726,0.125841390135,0.041352617169,0.006802925930,0.029896276805,0.025884473022,0.018240736022,0.018256950010,0.008892214043
26/11/2020,751,13563,2183660,4691,6.2463,0.0101,463747,0.121663320726,0.039881659612,0.007051258553,0.030376476829,0.025705826668,0.018874515630,0.018620066545,0.008743991875
27/11/2020,623,12459,2196119,3984,6.3949,0.0112,356216,0.129820109141,0.041295169223,0.006973297101,0.030335526759,0.025863521010,0.019336582298,0.018937947762,0.009665483864
28/11/2020,447,12580,2208699,2789,6.2394,0.0133,209792,0.141235128121,0.042480170836,0.007164238865,0.030492106467,0.026521507016,0.019076037218,0.018742373398,0.009275854179
29/11/2020,315,9784,2218483,2013,6.3905,0.0111,180861,0.120689369179,0.038847512730,0.007364771841,0.029171573750,0.024897573274,0.018279231012,0.017753965753,0.009161731938
30/11/2020,630,4005,2222488,3572,5.6698,0.0100,357161,0.127620316882,0.041085112876,0.007164836026,0.030412055068,0.025884685058,0.019943386876,0.018232673780,0.009110737174
01/12/2020,776,8083,2230571,4768,6.1443,0.0112,427582,0.133726396334,0.042770743389,0.007177570618,0.031236113775,0.026406630775,0.020344635649,0.018693490371,0.009270736373
02/12/2020,796,14064,2244635,5012,6.2965,0.0108,464040,0.126202482538,0.041104215154,0.006611499009,0.030654684941,0.026312386863,0.019597448496,0.018696664081,0.009460391346
03/12/2020,873,12696,2257331,5474,6.2703,0.0104,526601,0.121625291249,0.040250588206,0.006606519927,0.030172749387,0.025505078798,0.019671440047,0.017276837682,0.009177726590
04/12/2020,678,11221,2268552,3905,5.7596,0.0107,365774,0.131611322832,0.040516821862,0.006438401855,0.029928316392,0.025261500271,0.019268728778,0.017406923401,0.009287155457
05/12/2020,489,12923,2281475,2748,5.6196,0.0109,251354,0.122337420526,0.039374746373,0.007220891651,0.029456463792,0.025302959173,0.018802167461,0.018396365285,0.009703446136
06/12/2020,289,11022,2292497,2019,6.9862,0.0114,177258,0.112807320398,0.037769804465,0.007683715262,0.029076261720,0.024512292816,0.019305193560,0.019028760338,0.010357783569
07/12/2020,568,3411,2295908,3515,6.1884,0.0112,314070,0.130171617786,0.040108892922,0.006998439838,0.030512306174,0.025847740949,0.020068774477,0.018346228548,0.009099882192
08/12/2020,755,13713,2309621,4401,5.8291,0.0119,369834,0.138705473260,0.040734491691,0.006992326287,0.030448795946,0.025860250815,0.018800326633,0.018086492859,0.008503815225
09/12/2020,763,14595,2324216,4692,6.1494,0.0121,387136,0.139868160020,0.040363076541,0.006945879484,0.029418602248,0.025515581088,0.018324309803,0.018177074723,0.008100512481
10/12/2020,783,13750,2337966,5650,7.2158,0.0126,449328,0.127926592594,0.040907755581,0.006710020297,0.029880176619,0.025368995478,0.019133016416,0.017724245985,0.008988979098
11/12/2020,730,13406,2351372,4790,6.5616,0.0113,422903,0.125603270720,0.040352042903,0.006590163702,0.030214966552,0.025937389898,0.019259735684,0.018072702251,0.009077731773
12/12/2020,482,13947,2365319,2539,5.2676,0.0111,229490,0.141570438794,0.040485424201,0.007207285721,0.030101529478,0.025251644952,0.017739335047,0.018889711970,0.008457884875
13/12/2020,338,11533,2376852,1963,5.8077,0.0117,167568,0.130764823828,0.038014418027,0.007250787740,0.029128473217,0.025303160508,0.017198987873,0.019580110761,0.008700945288
14/12/2020,762,3063,2379915,4784,6.2782,0.0113,423592,0.131529868358,0.039568735953,0.006881621938,0.029960433625,0.025866871896,0.018678350866,0.018827078887,0.008772592495
15/12/2020,669,11532,2391447,4147,6.1988,0.0115,359322,0.137325295968,0.042182220960,0.006746038372,0.031164248223,0.027318115785,0.019801181113,0.018996888585,0.008964104619
16/12/2020,774,17615,2409062,4931,6.3708,0.0114,433341,0.128709261292,0.039643144775,0.007659095262,0.030043314618,0.025310321433,0.018941203348,0.017787377608,0.009096762134
17/12/2020,854,18254,2427316,6330,7.4122,0.0129,491845,0.125580213272,0.039437221075,0.007087598735,0.029486931858,0.024828960343,0.018019904645,0.017804389594,0.009015035224
18/12/2020,728,15674,2442990,5518,7.5797,0.0134,412731,0.126169345161,0.039803164773,0.006801039903,0.029796647211,0.024837000371,0.018023846040,0.017999617184,0.008959830979
19/12/2020,565,17565,2460555,3731,6.6035,0.0140,266249,0.131298145716,0.039173856052,0.007579371190,0.028503393440,0.025074272579,0.017866733772,0.019293969179,0.009235715439
20/12/2020,428,12799,2473354,2906,6.7897,0.0135,215815,0.131617357453,0.038023306999,0.007631536269,0.029057294442,0.023529411765,0.017742047587,0.018288812177,0.010425595996
21/12/2020,774,5797,2479151,5679,7.3372,0.0137,413898,0.130638466476,0.041696263330,0.006508850007,0.032392038618,0.026252844904,0.018354763734,0.019275280383,0.011094520872
22/12/2020,736,11795,2490946,5358,7.2799,0.0130,413280,0.126113046839,0.040376984127,0.007121080139,0.030364401858,0.025491192412,0.018195896245,0.018203155246,0.009792392567
23/12/2020,736,14929,2505875,4757,6.4633,0.0124,383567,0.136664520143,0.041812773257,0.006869725498,0.031639843886,0.026175348766,0.018460920778,0.018831129894,0.009638472548
24/12/2020,540,21634,2527509,3518,6.5148,0.0120,292331,0.130362500037,0.040809903842,0.007939630077,0.031070943554,0.025871358152,0.018058296931,0.019111897130,0.009684227810
25/12/2020,263,20262,2547771,1872,7.1179,0.0133,141002,0.123487610100,0.036311541680,0.007418334492,0.028503141799,0.023077686841,0.016737351243,0.017751521255,0.009517595495
26/12/2020,418,3093,2550864,3031,7.2512,0.0136,223438,0.124893706526,0.037437678461,0.007465158120,0.028844690697,0.024279665947,0.017978141587,0.017517163598,0.009420957939
27/12/2020,367,8822,2559686,2726,7.4278,0.0137,199194,0.123141259270,0.039278291515,0.007610671004,0.031070212958,0.024905368636,0.018956394269,0.017113969296,0.009643864775
28/12/2020,596,2960,2562646,4224,7.0872,0.0131,321615,0.124182640730,0.039879980722,0.007490322280,0.030719960201,0.025089003933,0.019902678668,0.016762277879,0.010369541222
29/12/2020,677,11395,2574041,4534,6.6972,0.0123,368862,0.126128470804,0.042636541579,0.007192391735,0.032792751761,0.027210718372,0.021647662269,0.018405257251,0.010784521040
30/12/2020,735,26457,2600498,5209,7.0871,0.0133,392779,0.128390265258,0.039801007691,0.007393470629,0.030627910351,0.025345041359,0.019471509424,0.017434740656,0.009880874487
31/12/2020,686,19927,2620425,4580,6.6764,0.0113,405314,0.119630706064,0.041057056998,0.007335053810,0.031077140192,0.026663278347,0.020477950428,0.018491835959,0.009915769009
01/01/2021,302,19348,2639773,2078,6.8808,0.0116,178760,0.117515104044,0.041653613784,0.008368762587,0.031707317073,0.026756545088,0.020670172298,0.019266055046,0.010421794585
02/01/2021,435,3466,2643239,2766,6.3586,0.0128,216205,0.133771189376,0.038625378691,0.008676950117,0.030517333086,0.024726532689,0.017821049467,0.018579588816,0.009074720751
03/01/2021,356,12489,2655728,2218,6.2303,0.0131,169422,0.137721193229,0.041765532221,0.007773488685,0.032917802883,0.027074405921,0.019472087450,0.017978774893,0.009432069035
04/01/2021,720,4022,2659750,4742,6.5861,0.0108,437080,0.123412189982,0.041033678045,0.007069644001,0.031440468564,0.025105243891,0.019518166011,0.016990024709,0.009670998444
05/01/2021,806,20489,2680239,4876,6.0496,0.0109,446924,0.128847410292,0.040000089501,0.006943014920,0.030806132586,0.024223357886,0.018647465788,0.016354010973,0.009426658671
06/01/2021,844,25379,2705618,4956,5.8720,0.0108,457310,0.134880059472,0.039797948875,0.007038988870,0.030884957687,0.024351096630,0.018687542367,0.017185279132,0.009453106208
07/01/2021,821,21703,2727321,4896,5.9635,0.0111,441239,0.131241798656,0.041700756279,0.006799036350,0.032490328371,0.025895263111,0.019164217125,0.017691092582,0.008888606855
08/01/2021,750,19814,2747135,5170,6.8933,0.0130,397789,0.132185656209,0.039546091018,0.006830254230,0.030543831026,0.024399870283,0.017464032439,0.016724947145,0.008959523768
09/01/2021,623,20177,2767312,3781,6.0690,0.0130,291370,0.142948827946,0.040577272883,0.007766757044,0.030088890414,0.024583862443,0.017778082850,0.017973710403,0.008748326870
10/01/2021,284,15944,2783256,2562,9.0211,0.0156,164365,0.124235694941,0.039059410458,0.007203480060,0.029568338758,0.023782435433,0.017990448088,0.014972774009,0.009345055212
11/01/2021,749,3582,2786838,5156,6.8838,0.0130,395609,0.137140459387,0.041801374589,0.006809754075,0.032279346526,0.025080319204,0.018217482413,0.016718527637,0.009501806076
12/01/2021,863,19752,2806590,5517,6.3928,0.0126,439360,0.137185906767,0.041376092498,0.006605061908,0.031368353969,0.025100145666,0.018445010925,0.017250091042,0.009434176985
13/01/2021,959,23852,2830442,5871,6.1220,0.0119,492967,0.139102617410,0.042205664882,0.006653589388,0.032062998132,0.026612329020,0.018763933488,0.017526528145,0.008925546740
14/01/2021,899,21228,2851670,6320,7.0300,0.0125,504554,0.130128787001,0.041680375143,0.006520610282,0.031300911300,0.025513621931,0.018511398185,0.017455019681,0.009416236914
15/01/2021,894,21271,2872941,5909,6.6096,0.0122,485848,0.129748398670,0.040255388516,0.006427936309,0.029533928307,0.024505606692,0.019020352044,0.017196736428,0.009430933131
16/01/2021,755,21406,2894347,3415,4.5232,0.0099,344627,0.143636453319,0.039654467003,0.006969854364,0.029263522591,0.023393407945,0.017920824544,0.016963267533,0.009134513547
17/01/2021,464,16642,2910989,2431,5.2392,0.0100,243390,0.124355971892,0.036164180944,0.007662599121,0.027511401454,0.022474218333,0.017913636550,0.017022063355,0.009585439007
18/01/2021,926,3736,2914725,5148,5.5594,0.0099,520906,0.126734957933,0.040416121143,0.006801611039,0.030819380080,0.024989153513,0.019028385160,0.017650017470,0.009431644097
19/01/2021,1095,23608,2938333,5773,5.2721,0.0105,549073,0.134324579786,0.041173031637,0.006982678077,0.030476821843,0.025248008917,0.018859058814,0.017276391299,0.009699985248
20/01/2021,1137,26784,2965117,5654,4.9727,0.0104,543073,0.139920415850,0.041539535201,0.007083762220,0.030161690970,0.025228652502,0.020059918280,0.017610892090,0.009543836648
21/01/2021,1104,22848,2987965,6460,5.8514,0.0110,589184,0.130594177704,0.040678294047,0.007143778514,0.030285954812,0.024825860852,0.019306362698,0.018235389963,0.009382467956
22/01/2021,998,23292,3011257,5896,5.9078,0.0110,538098,0.131167556833,0.040674746979,0.006798018205,0.030856832770,0.025467479901,0.019080167553,0.017894509922,0.009325438861
23/01/2021,768,23924,3035181,4065,5.2930,0.0120,340117,0.145079487347,0.041603330618,0.007209283864,0.031671454235,0.025597073948,0.018467174531,0.018167277731,0.009032185983
24/01/2021,546,18436,3053617,3491,6.3938,0.0131,267335,0.127140105106,0.037226700582,0.006497465727,0.029068397329,0.022526044102,0.018714347167,0.017393906522,0.010002431406
25/01/2021,914,4240,3057857,5735,6.2746,0.0129,444395,0.136884978448,0.041060317960,0.006442466724,0.030751921151,0.024696497485,0.019572677460,0.018067259983,0.009460052431
26/01/2021,1110,22086,3079943,6406,5.7712,0.0114,560369,0.135690946495,0.041290649554,0.006476089862,0.030992078434,0.025463578463,0.020334815095,0.017786494256,0.009527650530
27/01/2021,1178,26916,3106859,6594,5.5976,0.0110,600089,0.132060411033,0.041530506308,0.006387385871,0.031087055420,0.026029472295,0.020200336950,0.017784028702,0.009250294540
28/01/2021,1174,23770,3130629,7453,6.3484,0.0118,630110,0.130569265678,0.041895859453,0.006405230833,0.031139007475,0.025912935837,0.019715605212,0.017555664884,0.009311072670
29/01/2021,1083,22858,3153487,6468,5.9723,0.0116,555749,0.130985390881,0.042177313859,0.006276214622,0.030960019721,0.026193479430,0.019760719317,0.017509703121,0.009462905016
30/01/2021,698,24392,3177879,4166,5.9685,0.0125,333152,0.135784866962,0.040239890500,0.007152891173,0.030574632600,0.024493324368,0.018751200653,0.017856714052,0.009569205648
31/01/2021,456,19235,3197114,3007,6.5943,0.0124,243344,0.127930008543,0.039655795910,0.007109277402,0.029949372082,0.024241403116,0.019696396870,0.017530738379,0.011140607535
01/02/2021,861,4347,3201461,4255,4.9419,0.0097,438643,0.138404123620,0.040698244358,0.006887149687,0.030136124365,0.025303036866,0.020016277474,0.018345214673,0.009449597965
02/02/2021,891,23337,3224798,4596,5.1582,0.0098,469829,0.134802236552,0.041357600318,0.006823759283,0.030440862527,0.025813647093,0.019321923508,0.017491470301,0.009069257113
03/02/2021,994,26362,3251160,5064,5.0946,0.0101,500864,0.128298300531,0.038818920904,0.006750335420,0.027991630462,0.024010509839,0.018478069895,0.016481519933,0.009252012522
04/02/2021,939,23448,3274608,5360,5.7082,0.0100,538045,0.122212826059,0.041472367553,0.006343335595,0.030491873356,0.025938350881,0.019923984053,0.016868477544,0.010066072540
05/02/2021,898,22139,3296747,4918,5.4766,0.0107,458551,0.139666034960,0.042996307935,0.006910899769,0.031222263172,0.026858517373,0.019642308053,0.017559660757,0.009780809550
06/02/2021,694,20586,3317333,3130,4.5101,0.0104,301124,0.145049879778,0.042547256280,0.007339169246,0.031266189344,0.026487427106,0.019829040528,0.018792922517,0.009378196358
07/02/2021,442,19715,3337048,2203,4.9842,0.0107,206688,0.143506154199,0.043253599628,0.008210442793,0.031138721164,0.025415118439,0.019759250658,0.018839990711,0.009937683852
