date,article_count,cases_count,death_count,injections_count,vaccine_dict_hits,virus_dict_hits,death_dict_hits,total_words,feel_positive,feel_negative,feel_joy,feel_fear,feel_sadness,feel_anger,feel_surprise,feel_disgust
28/12/2020,596,2960,363,57,0.0084,0.0131,0.0033,321615,0.124182640730,0.039879980722,0.007490322280,0.030719960201,0.025089003933,0.019902678668,0.016762277879,0.010369541222
29/12/2020,677,11395,384,104,0.0058,0.0123,0.0032,368862,0.126128470804,0.042636541579,0.007192391735,0.032792751761,0.027210718372,0.021647662269,0.018405257251,0.010784521040
30/12/2020,735,26457,303,110,0.0095,0.0133,0.0033,392779,0.128390265258,0.039801007691,0.007393470629,0.030627910351,0.025345041359,0.019471509424,0.017434740656,0.009880874487
31/12/2020,686,19927,251,81,0.0061,0.0113,0.0030,405314,0.119630706064,0.041057056998,0.007335053810,0.031077140192,0.026663278347,0.020477950428,0.018491835959,0.009915769009
01/01/2021,302,19348,133,50,0.0052,0.0116,0.0027,178760,0.117515104044,0.041653613784,0.008368762587,0.031707317073,0.026756545088,0.020670172298,0.019266055046,0.010421794585
02/01/2021,435,3466,156,71,0.0056,0.0128,0.0031,216205,0.133771189376,0.038625378691,0.008676950117,0.030517333086,0.024726532689,0.017821049467,0.018579588816,0.009074720751
03/01/2021,356,12489,116,85,0.0089,0.0131,0.0036,169422,0.137721193229,0.041765532221,0.007773488685,0.032917802883,0.027074405921,0.019472087450,0.017978774893,0.009432069035
04/01/2021,720,4022,378,1460,0.0107,0.0108,0.0026,437080,0.123412189982,0.041033678045,0.007069644001,0.031440468564,0.025105243891,0.019518166011,0.016990024709,0.009670998444
05/01/2021,806,20489,345,5324,0.0112,0.0109,0.0024,446924,0.128847410292,0.040000089501,0.006943014920,0.030806132586,0.024223357886,0.018647465788,0.016354010973,0.009426658671
06/01/2021,844,25379,283,11204,0.0119,0.0108,0.0027,457310,0.134880059472,0.039797948875,0.007038988870,0.030884957687,0.024351096630,0.018687542367,0.017185279132,0.009453106208
07/01/2021,821,21703,276,28346,0.0099,0.0111,0.0025,441239,0.131241798656,0.041700756279,0.006799036350,0.032490328371,0.025895263111,0.019164217125,0.017691092582,0.008888606855
08/01/2021,750,19814,276,35773,0.0105,0.0130,0.0034,397789,0.132185656209,0.039546091018,0.006830254230,0.030543831026,0.024399870283,0.017464032439,0.016724947145,0.008959523768
09/01/2021,623,20177,168,10849,0.0088,0.0130,0.0030,291370,0.142948827946,0.040577272883,0.007766757044,0.030088890414,0.024583862443,0.017778082850,0.017973710403,0.008748326870
10/01/2021,284,15944,151,5593,0.0090,0.0156,0.0038,164365,0.124235694941,0.039059410458,0.007203480060,0.029568338758,0.023782435433,0.017990448088,0.014972774009,0.009345055212
11/01/2021,749,3582,310,38494,0.0078,0.0130,0.0030,395609,0.137140459387,0.041801374589,0.006809754075,0.032279346526,0.025080319204,0.018217482413,0.016718527637,0.009501806076
12/01/2021,863,19752,355,59789,0.0085,0.0126,0.0025,439360,0.137185906767,0.041376092498,0.006605061908,0.031368353969,0.025100145666,0.018445010925,0.017250091042,0.009434176985
13/01/2021,959,23852,229,62776,0.0078,0.0119,0.0029,492967,0.139102617410,0.042205664882,0.006653589388,0.032062998132,0.026612329020,0.018763933488,0.017526528145,0.008925546740
14/01/2021,899,21228,282,78925,0.0076,0.0125,0.0029,504554,0.130128787001,0.041680375143,0.006520610282,0.031300911300,0.025513621931,0.018511398185,0.017455019681,0.009416236914
15/01/2021,894,21271,280,66599,0.0074,0.0122,0.0025,485848,0.129748398670,0.040255388516,0.006427936309,0.029533928307,0.024505606692,0.019020352044,0.017196736428,0.009430933131
16/01/2021,755,21406,193,19548,0.0113,0.0099,0.0030,344627,0.143636453319,0.039654467003,0.006969854364,0.029263522591,0.023393407945,0.017920824544,0.016963267533,0.009134513547
17/01/2021,464,16642,141,10424,0.0096,0.0100,0.0031,243390,0.124355971892,0.036164180944,0.007662599121,0.027511401454,0.022474218333,0.017913636550,0.017022063355,0.009585439007
18/01/2021,926,3736,403,83663,0.0092,0.0099,0.0024,520906,0.126734957933,0.040416121143,0.006801611039,0.030819380080,0.024989153513,0.019028385160,0.017650017470,0.009431644097
19/01/2021,1095,23608,369,127397,0.0099,0.0105,0.0030,549073,0.134324579786,0.041173031637,0.006982678077,0.030476821843,0.025248008917,0.018859058814,0.017276391299,0.009699985248
20/01/2021,1137,26784,310,133841,0.0081,0.0104,0.0033,543073,0.139920415850,0.041539535201,0.007083762220,0.030161690970,0.025228652502,0.020059918280,0.017610892090,0.009543836648
21/01/2021,1104,22848,346,153809,0.0080,0.0110,0.0026,589184,0.130594177704,0.040678294047,0.007143778514,0.030285954812,0.024825860852,0.019306362698,0.018235389963,0.009382467956
22/01/2021,998,23292,319,117360,0.0074,0.0110,0.0024,538098,0.131167556833,0.040674746979,0.006798018205,0.030856832770,0.025467479901,0.019080167553,0.017894509922,0.009325438861
23/01/2021,768,23924,230,37682,0.0094,0.0120,0.0031,340117,0.145079487347,0.041603330618,0.007209283864,0.031671454235,0.025597073948,0.018467174531,0.018167277731,0.009032185983
24/01/2021,546,18436,172,9296,0.0081,0.0131,0.0036,267335,0.127140105106,0.037226700582,0.006497465727,0.029068397329,0.022526044102,0.018714347167,0.017393906522,0.010002431406
25/01/2021,914,4240,445,76287,0.0075,0.0129,0.0026,444395,0.136884978448,0.041060317960,0.006442466724,0.030751921151,0.024696497485,0.019572677460,0.018067259983,0.009460052431
26/01/2021,1110,22086,350,97858,0.0098,0.0114,0.0024,560369,0.135690946495,0.041290649554,0.006476089862,0.030992078434,0.025463578463,0.020334815095,0.017786494256,0.009527650530
27/01/2021,1178,26916,350,104932,0.0080,0.0110,0.0023,600089,0.132060411033,0.041530506308,0.006387385871,0.031087055420,0.026029472295,0.020200336950,0.017784028702,0.009250294540
28/01/2021,1174,23770,344,121204,0.0082,0.0118,0.0025,630110,0.130569265678,0.041895859453,0.006405230833,0.031139007475,0.025912935837,0.019715605212,0.017555664884,0.009311072670
29/01/2021,1083,22858,355,90096,0.0110,0.0116,0.0025,555749,0.130985390881,0.042177313859,0.006276214622,0.030960019721,0.026193479430,0.019760719317,0.017509703121,0.009462905016
30/01/2021,698,24392,242,28577,0.0093,0.0125,0.0029,333152,0.135784866962,0.040239890500,0.007152891173,0.030574632600,0.024493324368,0.018751200653,0.017856714052,0.009569205648
31/01/2021,456,19235,195,4848,0.0076,0.0124,0.0028,243344,0.127930008543,0.039655795910,0.007109277402,0.029949372082,0.024241403116,0.019696396870,0.017530738379,0.011140607535
01/02/2021,861,4347,455,51175,0.0084,0.0097,0.0022,438643,0.138404123620,0.040698244358,0.006887149687,0.030136124365,0.025303036866,0.020016277474,0.018345214673,0.009449597965
02/02/2021,891,23337,404,69967,0.0094,0.0098,0.0021,469829,0.134802236552,0.041357600318,0.006823759283,0.030440862527,0.025813647093,0.019321923508,0.017491470301,0.009069257113
03/02/2021,994,26362,357,70487,0.0119,0.0101,0.0022,500864,0.128298300531,0.038818920904,0.006750335420,0.027991630462,0.024010509839,0.018478069895,0.016481519933,0.009252012522
04/02/2021,939,23448,357,79626,0.0087,0.0100,0.0021,538045,0.122212826059,0.041472367553,0.006343335595,0.030491873356,0.025938350881,0.019923984053,0.016868477544,0.010066072540
05/02/2021,898,22139,293,66368,0.0078,0.0107,0.0021,458551,0.139666034960,0.042996307935,0.006910899769,0.031222263172,0.026858517373,0.019642308053,0.017559660757,0.009780809550
06/02/2021,694,20586,191,21160,0.0086,0.0104,0.0033,301124,0.145049879778,0.042547256280,0.007339169246,0.031266189344,0.026487427106,0.019829040528,0.018792922517,0.009378196358
07/02/2021,442,19715,171,4801,0.0087,0.0107,0.0033,206688,0.143506154199,0.043253599628,0.008210442793,0.031138721164,0.025415118439,0.019759250658,0.018839990711,0.009937683852
08/02/2021,707,4317,458,45605,0.0090,0.0114,0.0028,376667,0.134742358628,0.040996423897,0.006761940919,0.029601743715,0.024966349587,0.019725646260,0.017524763252,0.009403531501
09/02/2021,842,18870,436,64278,0.0071,0.0119,0.0027,435502,0.135471249265,0.040596828487,0.006704906062,0.029942457210,0.024674972790,0.018238722210,0.017446532967,0.008950590353
10/02/2021,925,25387,296,68490,0.0081,0.0129,0.0025,474394,0.136011416664,0.040885845942,0.006842413690,0.030293384824,0.024635640417,0.018143146836,0.017344232853,0.009188564779
11/02/2021,836,21063,360,84436,0.0069,0.0109,0.0021,459641,0.127571300204,0.041430159624,0.006613857336,0.029694914074,0.026139965756,0.018856020242,0.017876995307,0.009248522216
12/02/2021,832,20701,317,76691,0.0079,0.0115,0.0022,420198,0.135150571867,0.041097292229,0.006532634615,0.029852593301,0.025304737290,0.018615033865,0.017967719980,0.009257540493
13/02/2021,598,21231,199,21487,0.0095,0.0137,0.0033,247984,0.139371894956,0.041006677850,0.007327085618,0.030425350023,0.025283889283,0.018997193367,0.017855990709,0.009472385315
14/02/2021,449,16546,167,4527,0.0091,0.0128,0.0031,212733,0.144091419754,0.039965590670,0.007629281776,0.029967141910,0.024396779061,0.018671292183,0.017811058933,0.008677544152
15/02/2021,1378,4376,412,36589,0.0082,0.0119,0.0026,672024,0.139625965733,0.040043212742,0.006868802305,0.029484066045,0.024500613073,0.018913015011,0.017389259907,0.009270502244
16/02/2021,820,19590,351,48586,0.0074,0.0116,0.0025,416137,0.134659979760,0.041140297546,0.006915991609,0.030456316069,0.026162057207,0.018940877644,0.017467805074,0.008852853748
17/02/2021,927,25018,310,48778,0.0091,0.0108,0.0024,465721,0.137530839273,0.040045434928,0.007051432081,0.029629327430,0.024390139161,0.019086534642,0.017244229914,0.008713371310
18/02/2021,932,22501,271,66605,0.0074,0.0103,0.0022,499344,0.130034605396,0.040603271492,0.006282242302,0.030097487904,0.025705725912,0.018922826749,0.017801355378,0.008973773591
19/02/2021,859,24116,325,62792,0.0074,0.0105,0.0024,402861,0.144235853055,0.040914856489,0.006925465607,0.030104676303,0.025966772659,0.018884925570,0.018470390532,0.008799561139
20/02/2021,611,22371,157,17814,0.0102,0.0112,0.0023,272683,0.141688334068,0.039313048485,0.007532556118,0.027764840492,0.023917882670,0.017489172409,0.018057598017,0.009058137104
21/02/2021,382,22046,159,2833,0.0071,0.0128,0.0028,182712,0.141419282800,0.040998949166,0.008319103288,0.031251368274,0.024634397303,0.019221507071,0.019500634879,0.009692849950
22/02/2021,708,4646,333,35841,0.0094,0.0107,0.0022,360661,0.141492980936,0.041066264442,0.006720992844,0.031106773397,0.024973590158,0.020376475416,0.017831148918,0.010075943892
23/02/2021,764,20064,310,51760,0.0076,0.0114,0.0023,403104,0.135047035002,0.041036556323,0.007176807970,0.029833492101,0.025179606255,0.019942744304,0.017662935620,0.010012304517
24/02/2021,874,31519,277,56822,0.0084,0.0112,0.0025,468734,0.132234913612,0.038501580854,0.006720229384,0.028628177175,0.024286695652,0.018899845115,0.017489663647,0.008456821993
25/02/2021,1051,25403,261,96692,0.0084,0.0108,0.0023,587485,0.129065422941,0.039449517860,0.006376333013,0.029634799186,0.024838080972,0.018902610279,0.017455764828,0.008744053040
26/02/2021,924,25207,284,109762,0.0098,0.0113,0.0021,466870,0.138629597098,0.041264163472,0.006507164735,0.030961509628,0.025561719536,0.019090967507,0.017512369610,0.008706920556
27/02/2021,639,23996,185,50079,0.0068,0.0116,0.0025,302615,0.137336219283,0.041333046941,0.007365794822,0.031059266725,0.025322604630,0.019566115361,0.017973332452,0.009434429886
28/02/2021,456,19952,122,5579,0.0091,0.0115,0.0027,230770,0.131230229227,0.040594531351,0.007340642198,0.031134896217,0.025154916150,0.019655934480,0.017471941760,0.009403301989
01/03/2021,695,4703,375,61537,0.0082,0.0100,0.0018,366520,0.134219142196,0.040494379570,0.006498963222,0.030031103350,0.024890865437,0.019985266834,0.017745279930,0.009382844047
02/03/2021,817,22857,300,96907,0.0101,0.0112,0.0022,393844,0.140784168345,0.041694173327,0.007053554199,0.030565401530,0.025758929932,0.019601669697,0.016780755832,0.009054346391
03/03/2021,916,26788,322,110867,0.0089,0.0109,0.0022,465645,0.138328555008,0.041441441441,0.007007484242,0.030838943831,0.025650441860,0.019570703003,0.016948533754,0.009251683149
04/03/2021,918,25279,293,154762,0.0077,0.0105,0.0022,488728,0.133773796461,0.041329737604,0.006547609304,0.030937453962,0.025558183693,0.019274524889,0.017277504051,0.008867918351
05/03/2021,883,23507,238,193417,0.0113,0.0102,0.0025,432784,0.138470923134,0.042258955969,0.006996561795,0.031149487966,0.025019409220,0.019605623128,0.017512200081,0.009177788458
06/03/2021,617,23306,170,199885,0.0110,0.0098,0.0022,273018,0.143312895115,0.040726252481,0.007695463303,0.030737900065,0.023698071189,0.019910775114,0.017130738633,0.009167893692
07/03/2021,430,21825,130,116892,0.0131,0.0104,0.0021,185675,0.147101117539,0.040554732732,0.007545442305,0.031765181096,0.023788878417,0.020853642117,0.017848391006,0.009021139087
08/03/2021,701,5327,359,102345,0.0106,0.0102,0.0023,358713,0.133820073423,0.041665621262,0.007267648510,0.031696648853,0.025153813773,0.020804933192,0.017994887278,0.009389121666
09/03/2021,822,23302,298,165951,0.0108,0.0103,0.0028,371444,0.143370198463,0.040129871528,0.007454690344,0.030292587846,0.024345527186,0.018263856732,0.016853146100,0.008983857594
10/03/2021,807,30303,264,171156,0.0085,0.0103,0.0029,411745,0.137167421578,0.039381170384,0.006972762268,0.029729565629,0.024602605982,0.019142916125,0.016364497444,0.008699559193
11/03/2021,872,27166,265,234130,0.0108,0.0109,0.0026,463045,0.131166517287,0.040391322657,0.007312464231,0.030236802039,0.024885270330,0.018814586055,0.017641913853,0.008692459696
12/03/2021,931,25229,223,284935,0.0126,0.0109,0.0029,471874,0.137617245276,0.042415983928,0.007228624590,0.031080330766,0.025299126462,0.018464674892,0.017540699424,0.008894323485
13/03/2021,609,29759,169,222826,0.0099,0.0116,0.0032,291037,0.131959166698,0.042468826987,0.007438916701,0.032329222745,0.026171930029,0.019691654326,0.017853400083,0.009314966826
14/03/2021,410,26343,140,61065,0.0112,0.0104,0.0037,206316,0.131797824690,0.044165261056,0.006839023634,0.032251497702,0.026929564358,0.020114775393,0.017405339382,0.010386979197
15/03/2021,894,6471,333,152334,0.0099,0.0120,0.0035,471745,0.130032114802,0.042813384349,0.006721851848,0.031504308472,0.026586397312,0.019001791222,0.017984292361,0.009341911414
16/03/2021,920,29975,314,136274,0.0119,0.0105,0.0028,510174,0.123820500451,0.042050359289,0.006740837440,0.031461814988,0.025844123769,0.018191832590,0.017409746479,0.009190981900
17/03/2021,1087,38501,241,143538,0.0092,0.0121,0.0030,582091,0.132922515545,0.043171943906,0.006919880225,0.032180535346,0.026686549010,0.018330467229,0.018229108507,0.009316412726
18/03/2021,1007,34998,268,160329,0.0085,0.0110,0.0025,581062,0.125525331198,0.041083395575,0.006646450809,0.030575050511,0.025276132323,0.018994530704,0.017669370910,0.009665061560
19/03/2021,850,35088,285,221005,0.0094,0.0115,0.0024,473671,0.132554030111,0.042839861423,0.006846524275,0.031578880700,0.025638048350,0.019426986241,0.017936500229,0.009401039962
20/03/2021,570,35327,176,161480,0.0066,0.0122,0.0028,279491,0.139138648465,0.042917303240,0.006969812981,0.032967072285,0.026033038631,0.019517623108,0.018240301119,0.009689041865
21/03/2021,418,30581,138,48002,0.0083,0.0129,0.0027,194189,0.143937092208,0.044539083058,0.007127077229,0.033436497433,0.026232175870,0.021242191885,0.018863066394,0.010283795684
22/03/2021,708,15792,343,163417,0.0093,0.0109,0.0026,363905,0.135180885114,0.042071419739,0.006754510106,0.032431541199,0.025707258763,0.021131888817,0.018106373916,0.010085049670
23/03/2021,774,14678,287,241052,0.0096,0.0107,0.0029,406644,0.135550997918,0.042668771702,0.006624959424,0.032187859651,0.025383382025,0.019941275415,0.017278012217,0.009187397330
24/03/2021,828,65373,245,246355,0.0093,0.0102,0.0024,465523,0.126285919271,0.041506005074,0.006599029479,0.031083319191,0.025309168398,0.019693978600,0.017341785476,0.009105887357
25/03/2021,800,45641,225,324551,0.0074,0.0100,0.0023,473995,0.119302946228,0.039856960516,0.006565470100,0.030610027532,0.024905326005,0.019432694438,0.017972763426,0.009206848173
26/03/2021,0,41869,303,340414,0,0,0,0,0,0,0,0,0,0,0,0
27/03/2021,0,42619,190,187109,0,0,0,0,0,0,0,0,0,0,0,0
28/03/2021,0,37014,131,53398,0,0,0,0,0,0,0,0,0,0,0,0
29/03/2021,14,9094,360,53398,0.0051,0.0180,0.0047,9079,0.100451591578,0.042625839850,0.005727503029,0.033373719573,0.022139002093,0.018283951977,0.022249146382,0.016191210486
